date,category,average_sentiment_score
2026-06-22,business,0.11139622641509433
2026-06-22,entertainment,0.10407547169811321
2026-06-22,general,0.0989
2026-06-22,health,0.1595945945945946
2026-06-22,science,0.07158064516129031
2026-06-22,sports,0.1088936170212766
2026-06-22,technology,0.1421923076923077
